file	type	title	url	archive_status
source-01.html	技术证据	Orca Security: Critical RCE Vulnerabilities in SGLang LLM Framework	https://orca.security/resources/blog/sglang-llm-framework-rce-vulnerabilities/	OK|html|original|302148
source-02.html	主证据	CERT/CC VU#665416: SGLang code execution via unsafe pickle	https://www.kb.cert.org/vuls/id/665416	OK|html|original|36823
source-03.html	主证据	GitHub Advisory: CVE-2026-3059	https://github.com/advisories/GHSA-rgq9-fqf5-fv58	OK|html|original|181951
source-04.html	复核证据	Tenable: CVE-2026-3060	https://www.tenable.com/cve/CVE-2026-3060	OK|html|original|57898
source-05.html	主证据	CVEProject cvelistV5: CVE-2026-3059	https://github.com/CVEProject/cvelistV5/blob/main/cves/2026/3xxx/CVE-2026-3059.json	OK|html|original|383257
source-06.html	生态证据	Endor Labs: CVE-2026-3059	https://www.endorlabs.com/vulnerability/cve-2026-3059	OK|html|original|167626
